timestamp,frame_id,laplacian_var,hf_energy,dark_speck_density,local_contrast,haze_veil_index,color_gray_brown_shift,illumination_level,motion_blur_flag
2026-03-16T15:43:53.899Z,189,51.249627,0.0,0.14958,68.371949,0.478398,0.951757,0.478398,0
2026-03-16T15:43:54.043Z,190,48.927589,0.0,0.141911,68.398406,0.47791,0.951814,0.47791,0
2026-03-16T15:43:54.162Z,191,49.210604,0.0,0.14207,68.441831,0.478391,0.951781,0.478391,0
2026-03-16T15:43:54.279Z,192,48.95633,0.0,0.149967,68.480427,0.479046,0.95172,0.479046,0
2026-03-16T15:43:54.405Z,193,50.027186,0.0,0.141494,68.47635,0.478968,0.951622,0.478968,0
2026-03-16T15:43:54.522Z,194,51.410344,0.0,0.14974,68.196575,0.477215,0.951612,0.477215,0
2026-03-16T15:43:54.664Z,195,50.083258,0.0,0.143047,68.223897,0.476398,0.951789,0.476398,0
2026-03-16T15:43:54.805Z,196,50.29557,0.0,0.142471,68.23507,0.47576,0.951868,0.47576,0
2026-03-16T15:43:54.948Z,197,49.005331,0.0,0.142451,68.25324,0.475418,0.951795,0.475418,0
2026-03-16T15:43:55.072Z,198,49.579002,0.0,0.143685,68.209608,0.474895,0.951855,0.474895,0
2026-03-16T15:43:55.215Z,199,49.301223,0.0,0.144232,68.174479,0.474664,0.951863,0.474664,0
2026-03-16T15:43:55.357Z,200,49.654656,0.0,0.143431,68.185377,0.474739,0.951881,0.474739,0
2026-03-16T15:43:55.497Z,201,51.184919,0.0,0.144535,68.086321,0.473853,0.951961,0.473853,0
2026-03-16T15:43:55.642Z,202,49.892428,0.0,0.144385,68.080079,0.473229,0.951981,0.473229,0
2026-03-16T15:43:55.783Z,203,50.233783,0.0,0.144723,68.053497,0.472835,0.951972,0.472835,0
2026-03-16T15:43:55.925Z,204,50.418908,0.0,0.144463,68.002198,0.472209,0.951987,0.472209,0
2026-03-16T15:43:56.042Z,205,48.023473,0.0,0.14335,67.977274,0.472706,0.951841,0.472706,0
2026-03-16T15:43:56.185Z,206,49.952994,0.0,0.149014,68.10171,0.476759,0.951663,0.476759,0
2026-03-16T15:43:56.314Z,207,50.91107,0.0,0.141595,68.154503,0.476693,0.951605,0.476693,0
2026-03-16T15:43:56.456Z,208,49.783272,0.0,0.141992,68.261066,0.476361,0.951811,0.476361,0
